Setcode,"Card Name ""JP (EN)""",Image,Type,Rarity,Color,LIFE/HP,Tags,Text
hYS01-003,"小鳥遊キアラ
(Takanashi Kiara)",,Oshi holomem,OC,Red,5,,"Oshi Skill holo Power -2: Red Baton
[1/Turn]During this turn, your red collab holomem gets Arts +20.

SP Oshi Skill holo Power -1: Now! Once more!
[1/Game]Return 1 red holomem from your archive to hand."
hYS01-004,"星街すいせい
(Hoshimachi Suisei)",,Oshi holomem,OC,Blue,5,,"Oshi Skill holo Power -2: Blue Baton
[1/Turn]During this turn, your blue collab holomem gets Arts +20.

SP Oshi Skill holo Power -1: Strike Back
[1/Game]Usable when your holomem deals Damage to your opponent's back holomem:Deal 50 Special Damage to that back holomem."
hY01-001,"白エール
(White Cheer)",,Cheer,C,White,,,
hY02-001,"緑エール
(Green Cheer)",,Cheer,C,Green,,,
hY03-001,"赤エール
(Red Cheer)",,Cheer,C,Red,,,
hY04-001,"青エール
(Blue Cheer)",,Cheer,C,Blue,,,
hY05-001,"紫エール
(Purple Cheer)",,Cheer,C,Purple,,,
hY06-001,"黄エール
(Yellow Cheer)",,Cheer,C,Yellow,,,
hPR-001,"さくらみこ
(Sakura Miko)",,Spot holomem,P,None,50,#JP #Gen 0 #Singing,"Collab Effect: If I could become someone's bud
You may roll a dice once:If it is 1, 3, or 5, reveal 1 [red cheer or blue cheer] from your cheer deck, and send it to your back holomem. Then, shuffle the cheer deck.

Arts: flower rhapsody
Cost: 1 any color
Power: 10

Extra: This holomem cannot Bloom"
hBD24-001,"パヴォリア・レイネ
(Pavolia Reine)",,Oshi holomem,P,Green,5,,"Oshi Skill holo Power -2: Green Enhance
[1/Turn]During this turn, 1 of your green holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Green~
[1/Game]Reveal 1 green holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-002,"獅白ぼたん
(Shishiro Botan)",,Oshi holomem,P,Green,5,,"Oshi Skill holo Power -2: Green Enhance
[1/Turn]During this turn, 1 of your green holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Green~
[1/Game]Reveal 1 green holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-003,"戌神ころね
(Inugami Korone)",,Oshi holomem,P,Yellow,5,,"Oshi Skill holo Power -2: Yellow Enhance
[1/Turn]During this turn, 1 of your yellow holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Yellow~
[1/Game]Reveal 1 yellow holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-004,"白上フブキ
(Shirakami Fubuki)",,Oshi holomem,P,White,5,,"Oshi Skill holo Power -2: White Enhance
[1/Turn]During this turn, 1 of your white holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~White~
[1/Game]Reveal 1 white holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-005,"姫森ルーナ
(Himemori Luna)",,Oshi holomem,P,White,5,,"Oshi Skill holo Power -2: White Enhance
[1/Turn]During this turn, 1 of your white holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~White~
[1/Game]Reveal 1 white holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-006,"クレイジー・オリー
(Kureiji Ollie)",,Oshi holomem,P,Purple,5,,"Oshi Skill holo Power -2: Purple Enhance
[1/Turn]During this turn, 1 of your purple holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Purple~
[1/Game]Reveal 1 purple holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-007,"ジジ・ムリン
(Gigi Murin)",,Oshi holomem,P,Yellow,5,,"Oshi Skill holo Power -2: Yellow Enhance
[1/Turn]During this turn, 1 of your yellow holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Yellow~
[1/Game]Reveal 1 yellow holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-008,"ベスティア・ゼータ
(Vestia Zeta)",,Oshi holomem,P,White,5,,"Oshi Skill holo Power -2: White Enhance
[1/Turn]During this turn, 1 of your white holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~White~
[1/Game]Reveal 1 white holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-009,"セシリア・イマーグリーン
(Cecilia Immergreen)",,Oshi holomem,P,Green,5,,"Oshi Skill holo Power -2: Green Enhance
[1/Turn]During this turn, 1 of your green holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Green~
[1/Game]Reveal 1 green holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-010,"雪花ラミィ
(Yukihana Lamy)",,Oshi holomem,P,Blue,5,,"Oshi Skill holo Power -2: Blue Enhance
[1/Turn]During this turn, 1 of your blue holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Blue~
[1/Game]Reveal 1 blue holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-011,"ネリッサ・レイヴンクロフト
(Nerissa Ravencroft)",,Oshi holomem,P,Purple,5,,"Oshi Skill holo Power -2: Purple Enhance
[1/Turn]During this turn, 1 of your purple holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Purple~
[1/Game]Reveal 1 purple holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-012,"白銀ノエル
(Shirogane Noel)",,Oshi holomem,P,White,5,,"Oshi Skill holo Power -2: White Enhance
[1/Turn]During this turn, 1 of your white holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~White~
[1/Game]Reveal 1 white holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-013,"紫咲シオン
(Murasaki Shion)",,Oshi holomem,P,Purple,5,,"Oshi Skill holo Power -2: Purple Enhance
[1/Turn]During this turn, 1 of your purple holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Purple~
[1/Game]Reveal 1 purple holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-014,"こぼ・かなえる
(Kobo Kanaeru)",,Oshi holomem,P,Blue,5,,"Oshi Skill holo Power -2: Blue Enhance
[1/Turn]During this turn, 1 of your blue holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Blue~
[1/Game]Reveal 1 blue holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-015,"百鬼あやめ
(Nakiri Ayame)",,Oshi holomem,P,Red,5,,"Oshi Skill holo Power -2: Red Enhance
[1/Turn]During this turn, 1 of your red holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Red~
[1/Game]Reveal 1 red holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-016,"沙花叉クロヱ
(Sakamata Chloe)",,Oshi holomem,P,Blue,5,,"Oshi Skill holo Power -2: Blue Enhance
[1/Turn]During this turn, 1 of your blue holomem gets Arts+20.

SP Oshi Skill holo Power -2: Anniversary Gift ~Blue~
[1/Game]Reveal 1 blue holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-017,"兎田ぺこら
(Usada Pekora)",,Oshi holomem,P,Green,5,,"Oshi Skill holo Power -2: Green Enhance
[1/Turn]During this turn, 1 of your green holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Green~
[1/Game]Reveal 1 green holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-018,"アユンダ・リス
(Ayunda Risu)",,Oshi holomem,P,Yellow,5,,"Oshi Skill holo Power -2: Yellow Enhance
[1/Turn]During this turn, 1 of your yellow holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Yellow~
[1/Game]Reveal 1 yellow holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-019,"尾丸ポルカ
(Omaru Polka)",,Oshi holomem,P,Red,5,,"Oshi Skill holo Power -2: Red Enhance
[1/Turn]During this turn, 1 of your red holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Red~
[1/Game]Reveal 1 red holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-020,"フワワ・アビスガード
(Fuwawa Abyssgard)",,Oshi holomem,P,Blue,5,,"Oshi Skill holo Power -2: Blue Enhance
[1/Turn]During this turn, 1 of your blue holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Blue~
[1/Game]Reveal 1 blue holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-021,"モココ・アビスガード
(Mococo Abyssgard)",,Oshi holomem,P,Red,5,,"Oshi Skill holo Power -2: Red Enhance
[1/Turn]During this turn, 1 of your red holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Red~
[1/Game]Reveal 1 red holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-022,"儒烏風亭らでん
(Juufuutei Raden)",,Oshi holomem,P,Green,5,,"Oshi Skill holo Power -2: Green Enhance
[1/Turn]During this turn, 1 of your green holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Green~
[1/Game]Reveal 1 green holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-023,"癒月ちょこ
(Yuzuki Choco)",,Oshi holomem,P,Purple,5,,"Oshi Skill holo Power -2: Purple Enhance
[1/Turn]During this turn, 1 of your purple holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Purple~
[1/Game]Reveal 1 purple holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-024,"ムーナ・ホシノヴァ
(Moona Hoshinova)",,Oshi holomem,P,Blue,5,,"Oshi Skill holo Power -2: Blue Enhance
[1/Turn]During this turn, 1 of your blue holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Blue~
[1/Game]Reveal 1 blue holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-025,"アキ・ローゼンタール
(Aki Rosenthal)",,Oshi holomem,P,Green,5,,"Oshi Skill holo Power -2: Green Enhance
[1/Turn]During this turn, 1 of your green holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Green~
[1/Game]Reveal 1 green holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-026,"猫又おかゆ
(Nekomata Okayu)",,Oshi holomem,P,Blue,5,,"Oshi Skill holo Power -2: Blue Enhance
[1/Turn]During this turn, 1 of your blue holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Blue~
[1/Game]Reveal 1 blue holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-027,"火威青
(Hiodoshi Ao)",,Oshi holomem,P,Blue,5,,"Oshi Skill holo Power -2: Blue Enhance
[1/Turn]During this turn, 1 of your blue holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Blue~
[1/Game]Reveal 1 blue holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-028,"ハコス・ベールズ
(Hakos Baelz)",,Oshi holomem,P,Red,5,,"Oshi Skill holo Power -2: Red Enhance
[1/Turn]During this turn, 1 of your red holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Red~
[1/Game]Reveal 1 red holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-029,"さくらみこ
(Sakura Miko)",,Oshi holomem,P,Red,5,,"Oshi Skill holo Power -2: Red Enhance
[1/Turn]During this turn, 1 of your red holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Red~
[1/Game]Reveal 1 red holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-030,"アーニャ・メルフィッサ
(Anya Melfissa)",,Oshi holomem,P,Yellow,5,,"Oshi Skill holo Power -2: Yellow Enhance
[1/Turn]During this turn, 1 of your yellow holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Yellow~
[1/Game]Reveal 1 yellow holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-031,"オーロ・クロニー
(Ouro Kronii)",,Oshi holomem,P,Blue,5,,"Oshi Skill holo Power -2: Blue Enhance
[1/Turn]During this turn, 1 of your blue holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Blue~
[1/Game]Reveal 1 blue holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-032,"博衣こより
(Hakui Koyori)",,Oshi holomem,P,White,5,,"Oshi Skill holo Power -2: White Enhance
[1/Turn]During this turn, 1 of your white holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~White~
[1/Game]Reveal 1 white holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-033,IRyS,,Oshi holomem,P,White,5,,"Oshi Skill holo Power -2: White Enhance
[1/Turn]During this turn, 1 of your white holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~White~
[1/Game]Reveal 1 white holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-034,"星街すいせい
(Hoshimachi Suisei)",,Oshi holomem,P,Blue,5,,"Oshi Skill holo Power -2: Blue Enhance
[1/Turn]During this turn, 1 of your blue holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Blue~
[1/Game]Reveal 1 blue holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-035,"桃鈴ねね
(Momosuzu Nene)",,Oshi holomem,P,Yellow,5,,"Oshi Skill holo Power -2: Yellow Enhance
[1/Turn]During this turn, 1 of your yellow holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Yellow~
[1/Game]Reveal 1 yellow holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-036,"不知火フレア
(Shiranui Flare)",,Oshi holomem,P,Yellow,5,,"Oshi Skill holo Power -2: Yellow Enhance
[1/Turn]During this turn, 1 of your yellow holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Yellow~
[1/Game]Reveal 1 yellow holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-037,"森カリオペ
(Mori Calliope)",,Oshi holomem,P,Purple,5,,"Oshi Skill holo Power -2: Purple Enhance
[1/Turn]During this turn, 1 of your purple holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Purple~
[1/Game]Reveal 1 purple holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-038,"古石ビジュー
(Koseki Bijou)",,Oshi holomem,P,Purple,5,,"Oshi Skill holo Power -2: Purple Enhance
[1/Turn]During this turn, 1 of your purple holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Purple~
[1/Game]Reveal 1 purple holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-039,"音乃瀬奏
(Otonose Kanade)",,Oshi holomem,P,Yellow,5,,"Oshi Skill holo Power -2: Yellow Enhance
[1/Turn]During this turn, 1 of your yellow holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Yellow~
[1/Game]Reveal 1 yellow holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-040,"天音かなた
(Amane Kanata)",,Oshi holomem,P,White,5,,"Oshi Skill holo Power -2: White Enhance
[1/Turn]During this turn, 1 of your white holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~White~
[1/Game]Reveal 1 white holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-041,"エリザベス・ローズ
ブラッドフレイム
(Elizabeth Rose Bloodflame)",,Oshi holomem,P,Red,5,,"Oshi Skill holo Power -2: Red Enhance
[1/Turn]During this turn, 1 of your red holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Red~
[1/Game]Reveal 1 red holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-042,"シオリ・ノヴェラ
(Shiori Novella)",,Oshi holomem,P,Blue,5,,"Oshi Skill holo Power -2: Blue Enhance
[1/Turn]During this turn, 1 of your blue holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Blue~
[1/Game]Reveal 1 blue holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-043,"ラオーラ・パンテーラ
(Raora Panthera)",,Oshi holomem,P,White,5,,"Oshi Skill holo Power -2: White Enhance
[1/Turn]During this turn, 1 of your white holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~White~
[1/Game]Reveal 1 white holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-044,"一条莉々華
(Ichijou Ririka)",,Oshi holomem,P,Red,5,,"Oshi Skill holo Power -2: Red Enhance
[1/Turn]During this turn, 1 of your red holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Red~
[1/Game]Reveal 1 red holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-045,"ときのそら
(Tokino Sora)",,Oshi holomem,P,White,5,,"Oshi Skill holo Power -2: White Enhance
[1/Turn]During this turn, 1 of your white holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~White~
[1/Game]Reveal 1 white holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-046,"一伊那尓栖
(Ninomae Ina'nis)",,Oshi holomem,P,Purple,5,,"Oshi Skill holo Power -2: Purple Enhance
[1/Turn]During this turn, 1 of your purple holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Purple~
[1/Game]Reveal 1 purple holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-047,"ロボ子さん
(Robocosan)",,Oshi holomem,P,Purple,5,,"Oshi Skill holo Power -2: Purple Enhance
[1/Turn]During this turn, 1 of your purple holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Purple~
[1/Game]Reveal 1 purple holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-048,"ラプラス・ダークネス
(La+ Darknesss)",,Oshi holomem,P,Purple,5,,"Oshi Skill holo Power -2: Purple Enhance
[1/Turn]During this turn, 1 of your purple holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Purple~
[1/Game]Reveal 1 purple holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-049,"響咲リオナ
(Isaki Riona)",,Oshi holomem,P,White,5,,"Oshi Skill holo Power -2: White Enhance
[1/Turn]During this turn, 1 of your white holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~White~
[1/Game]Reveal 1 white holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-050,"角巻わため
(Tsunomaki Watame)",,Oshi holomem,P,Yellow,5,,"Oshi Skill holo Power -2: Yellow Enhance
[1/Turn]During this turn, 1 of your yellow holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~Yellow~
[1/Game]Reveal 1 yellow holomem from your deck, and add it to hand. Then, shuffle the deck."
hBD24-051,"轟はじめ
(Todoroki Hajime)",,Oshi holomem,P,White,5,,"Oshi Skill holo Power -2: White Enhance
[1/Turn]During this turn, 1 of your white holomem gets Arts+20.

SP Oshi Skill holo Power -2: Birthday Gift ~White~
[1/Game]Reveal 1 white holomem from your deck, and add it to hand. Then, shuffle the deck."
